Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,14.060000,14.060000,13.320000,13.580000,10.712951,1454900
2015-01-05,13.360000,13.570000,12.900000,13.450000,10.610396,1371500
2015-01-06,13.510000,14.100000,13.480000,14.050000,11.083723,4510100
2015-01-07,14.110000,14.650000,14.110000,14.420000,11.375607,1275300
2015-01-08,14.670000,14.670000,14.160000,14.630000,11.541271,461700
2015-01-09,14.350000,14.620000,14.200000,14.330000,11.304609,895300
2015-01-12,14.290000,14.400000,13.880000,14.180000,11.186278,792300
2015-01-13,14.500000,14.840000,14.410000,14.550000,11.478162,1172400
2015-01-14,14.190000,14.190000,13.300000,13.400000,10.570953,2910900
2015-01-15,13.330000,13.710000,13.050000,13.490000,10.641953,1418500
2015-01-16,13.340000,14.260000,13.300000,14.080000,11.107389,1116100
2015-01-19,13.920000,14.010000,13.600000,13.860000,10.933836,1726000
2015-01-20,14.190000,14.310000,13.930000,14.240000,11.233610,1101600
2015-01-21,14.350000,14.480000,13.970000,14.430000,11.383496,776200
2015-01-22,14.500000,14.830000,14.090000,14.150000,11.162611,1086400
2015-01-23,13.970000,14.070000,13.310000,13.350000,10.531510,1341300
2015-01-26,13.100000,13.110000,12.620000,12.620000,9.955629,1800200
2015-01-27,12.510000,12.600000,12.110000,12.290000,9.695298,2054500
2015-01-28,12.110000,12.260000,11.930000,11.930000,9.411304,2569700
2015-01-29,12.110000,12.140000,11.320000,11.450000,9.032642,2007500
2015-01-30,11.300000,11.780000,11.150000,11.700000,9.229862,2008300
2015-02-02,11.800000,12.200000,11.510000,12.200000,9.624300,1846500
2015-02-03,12.320000,12.960000,12.320000,12.620000,9.955629,3516800
2015-02-04,12.640000,13.000000,12.340000,12.450000,9.821521,2227500
2015-02-05,12.300000,12.730000,12.090000,12.530000,9.884630,1560900
2015-02-06,12.380000,12.640000,12.050000,12.350000,9.742633,4607700
2015-02-09,12.100000,13.120000,12.100000,13.020000,10.271180,2098200
2015-02-10,12.660000,12.920000,12.310000,12.310000,9.711078,1530800
2015-02-11,12.320000,12.950000,12.250000,12.950000,10.215959,1931700
2015-02-12,13.100000,13.340000,13.020000,13.290000,10.484177,1468100
2015-02-13,13.210000,13.770000,13.210000,13.660000,10.776061,1927200
2015-02-18,13.700000,14.020000,13.700000,13.920000,10.981168,1432500
2015-02-19,13.710000,13.750000,13.350000,13.450000,10.610396,1346000
2015-02-20,13.470000,13.810000,13.280000,13.700000,10.807616,636200
2015-02-23,13.440000,13.480000,13.060000,13.200000,10.413177,1234700
2015-02-24,13.280000,13.630000,13.130000,13.560000,10.697174,860900
2015-02-25,13.410000,13.730000,13.400000,13.620000,10.744507,995700
2015-02-26,13.570000,13.580000,12.910000,13.200000,10.413177,1291700
2015-02-27,13.180000,13.390000,13.070000,13.150000,10.373734,1775800
2015-03-02,13.010000,13.240000,12.550000,12.660000,9.987185,1655300
2015-03-03,12.720000,13.000000,12.700000,12.940000,10.208069,1402400
2015-03-04,12.640000,12.830000,12.500000,12.780000,10.081849,925900
2015-03-05,12.620000,12.650000,12.060000,12.200000,9.624300,3881700
2015-03-06,12.230000,12.370000,11.920000,12.160000,9.592747,1447200
2015-03-09,12.090000,12.310000,11.920000,11.920000,9.403415,1719200
2015-03-10,11.820000,12.030000,11.640000,11.640000,9.182530,1128900
2015-03-11,11.760000,11.780000,11.520000,11.650000,9.190418,1494100
2015-03-12,11.780000,11.850000,11.490000,11.510000,9.079976,2442200
2015-03-13,11.370000,11.590000,11.200000,11.380000,8.977423,2607200
2015-03-16,11.510000,11.700000,11.150000,11.370000,8.969533,1859200
2015-03-17,11.400000,11.950000,11.400000,11.900000,9.387636,4946900
2015-03-18,11.800000,11.810000,11.390000,11.600000,9.150976,7550600
2015-03-19,11.650000,11.660000,11.260000,11.270000,8.890645,1934000
2015-03-20,11.430000,12.040000,11.350000,11.920000,9.403415,7201600
2015-03-23,12.160000,12.160000,11.790000,12.000000,9.466526,1406300
2015-03-24,12.000000,12.050000,11.460000,11.600000,9.150976,1614900
2015-03-25,11.680000,11.750000,11.440000,11.720000,9.245642,1413800
2015-03-26,11.550000,11.710000,11.180000,11.180000,8.819645,1595200
2015-03-27,11.200000,11.290000,10.670000,10.800000,8.519873,2789300
2015-03-30,10.870000,11.000000,10.760000,10.890000,8.590872,1744700
2015-03-31,10.850000,10.920000,10.510000,10.530000,8.306876,2051100
2015-04-01,10.550000,10.610000,10.270000,10.320000,8.141212,2037300
2015-04-02,10.370000,10.700000,10.140000,10.620000,8.377874,1665900
2015-04-06,10.730000,11.120000,10.610000,10.610000,8.369987,1890900
2015-04-07,10.820000,11.090000,10.750000,11.050000,8.717093,2305300
2015-04-08,11.200000,11.280000,10.830000,10.970000,8.653981,2479800
2015-04-09,10.900000,11.080000,10.690000,10.850000,8.559317,2230800
2015-04-10,10.800000,10.880000,10.660000,10.700000,8.440986,1660000
2015-04-13,10.640000,10.870000,10.460000,10.550000,8.322655,2185700
2015-04-14,10.670000,10.970000,10.590000,10.750000,8.480429,3863100
2015-04-15,10.850000,10.990000,10.690000,10.860000,8.567204,2535100
2015-04-16,10.880000,10.920000,10.650000,10.700000,8.440986,2481400
2015-04-17,10.560000,10.760000,10.460000,10.690000,8.433095,3174200
2015-04-20,10.800000,10.830000,10.520000,10.680000,8.425207,2158600
2015-04-22,10.720000,11.400000,10.720000,11.320000,8.930088,7469400
2015-04-23,11.350000,12.040000,11.250000,11.960000,9.434969,6007400
2015-04-24,12.300000,13.020000,12.250000,12.650000,9.979296,12919400
2015-04-27,12.170000,12.700000,11.910000,12.070000,9.818933,5858200
2015-04-28,12.200000,12.340000,11.770000,12.170000,9.900283,4620700
2015-04-29,11.690000,11.750000,11.380000,11.570000,9.412182,4534200
2015-04-30,11.200000,12.100000,11.120000,12.000000,9.761988,5596300
2015-05-04,12.650000,12.900000,12.500000,12.700000,10.331437,3139500
2015-05-05,12.800000,13.430000,12.690000,13.400000,10.900886,5753500
2015-05-06,13.520000,13.800000,12.670000,12.990000,10.567350,5697000
2015-05-07,12.650000,13.030000,12.250000,12.780000,10.396516,3176000
2015-05-08,12.900000,13.000000,12.250000,12.350000,10.046713,3759400
2015-05-11,12.600000,12.980000,12.550000,12.620000,10.266356,2289200
2015-05-12,12.600000,12.770000,12.150000,12.250000,9.965363,2478000
2015-05-13,11.930000,12.070000,11.570000,11.800000,9.599288,4835100
2015-05-14,11.570000,11.740000,11.320000,11.500000,9.355238,5495400
2015-05-15,11.400000,11.640000,11.400000,11.510000,9.363374,2647100
2015-05-18,11.550000,11.690000,11.080000,11.080000,9.013569,3773300
2015-05-19,11.090000,11.090000,10.710000,10.870000,8.842734,5945000
2015-05-20,10.850000,11.030000,10.700000,10.790000,8.777654,2959800
2015-05-21,10.710000,11.040000,10.710000,10.850000,8.826464,3055500
2015-05-22,11.120000,11.180000,10.920000,11.000000,8.948489,2391300
2015-05-25,11.000000,11.340000,10.870000,11.160000,9.078650,1556200
2015-05-26,11.160000,11.430000,11.070000,11.240000,9.143728,3728700
2015-05-27,11.390000,11.450000,11.000000,11.390000,9.265753,4868500
2015-05-28,11.230000,11.340000,11.060000,11.150000,9.070513,6753000
2015-05-29,11.120000,11.580000,11.100000,11.350000,9.233213,31717000
2015-06-01,11.200000,11.340000,11.140000,11.150000,9.070513,3589200
2015-06-02,11.380000,12.070000,11.270000,12.050000,9.802663,6156500
2015-06-03,12.010000,12.160000,11.670000,11.680000,9.501667,4710400
2015-06-05,11.650000,11.880000,11.540000,11.760000,9.566747,3337900
2015-06-08,11.800000,11.830000,11.300000,11.310000,9.200673,2833300
2015-06-09,11.330000,11.540000,11.100000,11.130000,9.054243,2665300
2015-06-10,11.360000,11.890000,11.360000,11.750000,9.558613,5121300
2015-06-11,11.900000,12.080000,11.720000,11.930000,9.705043,3414100
2015-06-12,12.000000,12.000000,11.660000,11.860000,9.648097,1880900
2015-06-15,11.700000,11.760000,11.450000,11.590000,9.428453,2014100
2015-06-16,11.620000,11.620000,11.200000,11.290000,9.184402,3433600
